screen_time_hours,work_hours,sleep_hours,break_frequency,typing_speed_wpm,backspace_rate,pause_frequency,app_switch_rate,usage_type,focus_session_count,hydration_level,physical_activity,sleep_quality,stress_level,work_life_balance,anxiety_level,motivation_level,peak_activity_hour,late_night_activity,social_screen_time,work_screen_time,detox_days_per_week,screen_free_hours,weekend_screen_increase,weekend_work_decrease,cognitive_load_score,burnout_level,work_intensity,screen_efficiency,sleep_deficit,sleep_quality_ratio,sleep_debt,typing_efficiency,cognitive_strain,focus_productivity,digital_balance,work_life_ratio,wellness_score,mental_health_index,stress_burnout_risk,night_owl_score,early_bird_score,social_work_ratio
11.17,14.83,5.71,0,20.0,22.45,11.1,15.0,1,1,1,4.3,5.1,8.0,0.9,5.5,4.0,9,0.9,4.61,6.56,0,0.0,-0.5,10.5,61.3,2,14.83,0.5820763087843833,2.29,0.51,4.351000000000001,0.8528784648187634,44.64999999999999,1.25,0.0,0.8140151861677797,2.1527777777777777,3.1333333333333333,26.324999999999996,0.225,5.1,0.6921921921921923
13.9,10.69,3.54,1,20.0,12.4,8.99,15.0,0,2,2,45.5,5.5,9.5,2.3,6.5,1.0,9,1.5,6.81,7.09,0,1.5,1.8,5.0,48.4,2,5.345,0.5064285714285715,4.46,0.55,6.6899999999999995,1.4925373134328357,30.380000000000003,2.5,0.15,0.5425936891971914,3.763888888888889,2.2666666666666666,19.94,0.375,5.5,0.9471488178025035
11.75,12.63,5.24,0,47.7,7.65,10.33,31.55,0,0,2,21.7,6.2,7.7,2.3,4.0,1.2,21,3.7,6.06,5.69,0,0.5,-0.5,6.9,41.5,2,12.63,0.48016877637130806,2.76,0.62,2.2079999999999993,5.514450867052023,28.309999999999995,0.0,0.05,0.6864752242050912,3.336111111111111,3.1666666666666665,18.005,0.925,0.0,1.0466321243523315
13.01,10.04,4.66,1,21.9,11.48,5.0,20.3,2,1,2,10.1,3.0,9.8,2.8,8.8,6.0,10,2.1,6.64,6.36,0,0.2,-0.1,4.7,47.1,2,5.02,0.48512585812356984,3.34,0.3,13.36,1.754807692307692,21.48,1.028169014084507,0.02,0.5236894723115708,1.9472222222222222,3.3333333333333335,15.64,0.525,0.0,1.0278637770897832
13.23,11.11,4.03,1,35.6,14.51,14.55,28.02,0,2,3,38.4,2.3,9.7,2.4,6.1,5.8,10,0.1,6.95,6.29,0,0.8,1.1,6.1,50.2,2,5.555,0.47186796699174793,3.9699999999999998,0.22999999999999998,18.659,2.2952933591231464,43.61,2.4534803583735356,0.08,0.5747542679772375,2.8333333333333335,4.033333333333333,26.655,0.025,0.0,1.0876369327073554
15.89,12.52,3.59,0,25.5,13.03,5.0,23.23,2,0,2,5.5,4.2,8.7,0.0,6.1,3.5,21,2.3,8.96,6.94,0,1.3,-1.8,9.3,45.8,2,12.52,0.434021263289556,4.41,0.42000000000000004,12.347999999999999,1.8175338560228083,23.03,0.0,0.13,0.61619227298827,2.2194444444444446,2.466666666666667,15.865,0.575,0.0,1.272727272727273
12.88,13.53,4.73,0,38.6,18.41,10.55,24.71,1,1,2,0.0,3.0,8.2,0.5,10.0,2.1,21,3.9,4.59,8.29,0,0.9,-1.5,10.5,51.5,2,13.53,0.6386748844375962,3.2699999999999996,0.3,13.079999999999998,1.988665636269964,39.510000000000005,1.501361338000778,0.09,0.7021276595744681,1.6666666666666667,0.8666666666666667,23.855000000000004,0.975,0.0,0.5470798569725864
12.35,13.46,4.95,0,44.1,15.31,8.14,15.0,0,2,2,39.3,1.0,8.3,1.8,7.4,1.5,14,1.2,3.84,8.51,0,0.6,0.3,11.4,42.9,2,13.46,0.6835341365461848,3.05,0.1,18.299999999999997,2.7038626609442056,31.59,5.5125,0.06,0.7317205762435445,2.091666666666667,1.9666666666666666,19.945,0.3,0.0,0.445993031358885
14.22,11.62,5.26,1,34.5,16.3,10.44,36.86,2,0,3,7.7,4.7,7.3,1.8,5.3,3.5,20,0.8,6.52,7.69,0,0.5,-1.9,7.0,52.2,2,5.81,0.5370111731843575,2.74,0.47000000000000003,6.302,1.9942196531791907,37.18000000000001,0.0,0.05,0.624339571953076,2.7805555555555554,3.3333333333333335,22.240000000000002,0.2,0.0,0.8369704749679076
13.42,13.85,4.21,1,20.0,8.44,8.77,29.15,2,2,1,21.0,3.8,8.9,0.3,4.0,4.1,10,2.9,4.12,9.3,0,0.2,-0.4,8.9,58.0,2,6.925,0.6878698224852072,3.79,0.38,12.128,2.1186440677966103,25.979999999999997,1.3266998341625207,0.02,0.7124485596707819,2.183333333333333,3.466666666666667,17.439999999999998,0.725,0.0,0.43829787234042555
15.7,13.86,4.37,0,34.9,6.32,15.04,27.16,1,0,3,26.9,5.3,9.4,0.0,9.0,3.1,14,3.2,6.36,9.34,0,1.7,1.2,10.4,55.2,2,13.86,0.5911392405063292,3.63,0.53,6.171,4.76775956284153,36.4,0.0,0.16999999999999998,0.7225649491702146,3.5138888888888893,1.3666666666666665,22.9,0.8,0.0,0.6737288135593221
13.39,10.55,5.5,0,48.1,16.61,7.97,40.62,2,0,1,13.1,1.6,8.3,3.0,5.7,1.0,21,1.4,5.39,8.0,0,1.8,-0.3,8.0,52.5,2,10.55,0.5930318754633062,2.5,0.16,13.5,2.7314026121521864,32.55,0.0,0.18,0.5770808642538062,1.2305555555555554,2.766666666666667,20.424999999999997,0.35,0.0,0.6654320987654321
15.04,12.21,5.66,0,31.4,12.28,9.11,45.8,0,0,2,0.0,5.2,7.5,1.2,6.2,5.5,20,3.7,6.61,8.43,0,1.6,-0.2,9.6,51.6,2,12.21,0.5568031704095112,2.34,0.52,4.212,2.3644578313253013,30.5,0.0,0.16,0.6657579062159216,2.4,3.5,19.0,0.925,0.0,0.7749120750293084
12.52,13.48,4.47,0,41.3,16.7,15.43,41.54,1,2,3,9.5,5.7,8.5,0.7,4.9,1.8,21,1.9,5.19,7.33,0,1.6,1.3,11.4,60.7,2,13.48,0.580824088748019,3.5300000000000002,0.5700000000000001,4.5889999999999995,2.3333333333333335,47.56,1.941701927597555,0.16,0.6958616536178268,3.1638888888888883,2.533333333333333,28.03,0.475,0.0,0.6985195154777928
14.64,13.08,4.35,0,29.2,15.54,5.0,44.16,2,1,1,16.0,3.8,8.8,0.4,7.3,4.0,10,2.6,5.08,9.55,0,1.1,-0.3,9.1,50.6,2,13.08,0.6478968792401628,3.6500000000000004,0.38,11.680000000000001,1.765417170495768,25.54,0.6465899025686449,0.11000000000000001,0.6748065348237318,2.0444444444444443,2.3666666666666667,17.17,0.65,0.0,0.5264248704663212
14.29,13.84,4.01,1,20.0,16.64,16.81,36.57,1,2,2,29.2,5.0,8.4,0.1,6.4,1.7,9,0.6,7.76,6.53,0,1.1,-0.7,11.7,65.6,2,6.92,0.4537873523280056,3.99,0.5,7.98,1.1337868480725624,50.26,1.0646792653713069,0.11000000000000001,0.7096222867885831,3.1444444444444444,1.7999999999999998,29.33,0.15,5.0,1.1704374057315234
13.44,12.76,4.39,0,27.5,15.82,12.77,26.57,2,2,2,29.2,2.8,8.6,1.3,9.4,4.7,10,1.8,7.08,6.36,0,0.6,-0.5,7.2,56.4,2,12.76,0.4697193500738553,3.6100000000000003,0.27999999999999997,15.162000000000003,1.6349583828775267,41.36,1.9949220166848023,0.06,0.6672476904305387,2.411111111111111,2.1999999999999997,24.98,0.45,0.0,1.0959752321981424
15.57,13.03,4.7,0,20.6,11.84,7.67,15.0,1,2,1,22.4,4.1,7.5,0.5,5.5,1.0,14,1.5,7.81,7.76,0,0.4,1.8,9.6,50.4,2,13.03,0.4952137843012125,3.3,0.41,9.57,1.604361370716511,27.18,2.575,0.04,0.6884466361394858,2.322222222222222,2.0,17.34,0.375,0.0,0.9936386768447837
13.91,10.63,4.36,1,20.0,17.43,11.48,30.64,2,0,1,42.9,4.3,8.0,2.8,6.2,5.0,10,3.8,8.25,5.66,0,1.0,-0.7,6.2,57.5,2,5.315,0.4039971448965025,3.6399999999999997,0.43,9.828,1.0851871947911014,40.39,0.0,0.1,0.5616908850726552,2.9583333333333335,3.866666666666667,24.195,0.95,0.0,1.4322916666666667
13.91,13.75,4.3,1,38.5,12.05,10.97,17.82,1,2,1,2.7,5.0,8.8,0.0,6.9,6.0,15,1.9,5.79,8.12,0,0.9,-0.1,11.2,48.4,2,6.875,0.5795860099928621,3.7,0.5,7.4,2.950191570881226,33.989999999999995,4.0913921360255046,0.09,0.699567540066141,2.0749999999999997,3.033333333333333,21.394999999999996,0.475,0.0,0.7043795620437957
14.53,11.04,3.14,1,20.0,25.79,6.19,17.21,2,2,2,22.3,3.6,9.0,1.1,7.6,2.9,9,0.5,4.81,9.72,0,0.6,1.2,8.5,57.8,2,5.52,0.6643882433356119,4.859999999999999,0.36,16.523999999999997,0.7465472191116088,38.17,2.196595277320154,0.06,0.5388432441226714,2.486111111111111,2.1333333333333333,23.585,0.125,3.6,0.4898167006109979
14.95,12.78,5.84,0,20.0,15.62,6.6,31.67,2,2,2,37.1,4.9,8.5,1.9,8.1,3.2,21,0.5,7.48,7.47,0,1.6,-0.5,10.3,50.8,2,12.78,0.49634551495016616,2.16,0.49000000000000005,4.536,1.203369434416366,28.819999999999997,1.224364860728497,0.16,0.7285510688836103,3.3305555555555557,2.3333333333333335,18.659999999999997,0.125,0.0,0.9881109643328931
13.49,10.7,4.86,0,50.3,8.29,15.0,40.02,2,0,2,28.0,4.7,9.7,2.8,10.0,4.9,10,1.5,6.95,6.54,0,0.6,-0.1,6.8,51.6,2,10.7,0.48123620309050774,3.1399999999999997,0.47000000000000003,7.221999999999999,5.414424111948332,38.29,0.0,0.06,0.5730096394144947,3.011111111111111,2.566666666666667,23.994999999999997,0.375,0.0,1.046686746987952
13.21,12.84,5.75,0,41.0,13.06,11.4,17.09,1,0,2,41.6,2.6,8.4,2.5,6.1,6.0,14,2.1,4.72,8.49,0,0.1,-0.1,10.5,50.6,2,12.84,0.6378662659654395,2.25,0.26,9.9,2.9160739687055477,35.86000000000001,0.0,0.01,0.731346117334346,2.6888888888888887,4.133333333333334,22.130000000000003,0.525,0.0,0.549476135040745
14.43,12.47,5.07,0,20.0,24.48,11.0,15.0,2,1,2,33.5,5.8,7.1,1.7,7.5,6.0,9,0.6,4.45,9.98,0,0.9,1.8,7.5,53.9,2,12.47,0.6868547832071576,2.9299999999999997,0.58,3.516,0.7849293563579278,46.480000000000004,1.25,0.09,0.6787625873174272,3.5305555555555554,3.4,26.790000000000003,0.15,5.8,0.441468253968254
15.97,12.21,5.41,1,36.5,15.82,5.44,43.02,1,1,1,12.6,1.1,8.4,1.1,8.0,1.0,9,1.0,8.38,7.58,0,0.2,-0.7,8.7,46.7,2,6.105,0.4716863721219664,2.59,0.11000000000000001,15.281,2.170035671819263,26.700000000000003,0.8291685597455701,0.02,0.6643090315560393,1.05,1.3666666666666665,17.55,0.25,1.1,1.0911458333333335
15.79,12.89,3.3,0,47.1,11.41,6.67,45.2,0,2,1,10.1,1.5,8.7,0.0,6.3,5.9,20,2.2,8.73,7.05,0,0.1,-1.1,8.1,48.7,2,12.89,0.44367526746381375,4.7,0.15,25.85,3.7953263497179694,24.75,2.038961038961039,0.01,0.627810698920367,1.113888888888889,3.2000000000000006,16.725,0.55,0.0,1.2209790209790212
15.74,12.95,4.66,1,32.6,18.6,10.14,28.87,2,2,2,0.0,4.7,7.7,0.0,9.0,2.3,14,3.1,5.07,10.67,0,1.9,0.4,7.2,50.9,2,6.475,0.6736111111111112,3.34,0.47000000000000003,7.6819999999999995,1.663265306122449,38.88,2.182792099096083,0.19,0.6695966907962771,2.2333333333333334,1.0999999999999999,23.290000000000003,0.775,0.0,0.4707520891364903
15.07,11.05,4.69,1,39.3,16.54,12.99,32.09,2,1,1,46.3,4.9,8.7,2.5,8.8,3.0,20,0.1,6.54,8.53,0,0.2,-2.0,7.4,54.5,2,5.525,0.5622940013183915,3.3099999999999996,0.49000000000000005,6.950999999999998,2.2405929304446977,42.519999999999996,1.1876699909338166,0.02,0.5960622134316282,3.2527777777777778,2.233333333333333,25.61,0.025,0.0,0.7578215527230592
14.28,11.0,4.68,1,31.7,15.38,9.04,15.0,1,1,1,4.6,2.1,8.4,1.7,5.2,4.9,9,2.1,4.64,9.64,0,1.4,0.2,7.4,50.1,2,5.5,0.6703755215577192,3.3200000000000003,0.21000000000000002,16.268000000000004,1.9352869352869349,33.46,1.98125,0.13999999999999999,0.5716265373289451,1.1611111111111112,3.7999999999999994,20.93,0.525,2.1,0.4763860369609856
14.61,11.85,4.69,0,26.6,18.84,11.61,40.97,2,0,1,24.2,1.4,7.6,1.6,5.3,2.9,14,2.7,7.15,7.46,0,1.0,1.3,9.6,67.1,2,11.85,0.5071380013596193,3.3099999999999996,0.13999999999999999,18.535999999999998,1.340725806451613,42.06,0.0,0.1,0.6267630465444287,1.472222222222222,3.0666666666666664,24.830000000000002,0.675,0.0,0.9457671957671958
14.02,11.17,5.56,0,25.9,8.74,18.24,23.3,0,0,3,24.8,4.2,8.8,2.7,7.1,5.7,15,3.5,8.14,5.88,0,0.6,-0.6,6.3,59.1,2,11.17,0.4164305949008499,2.4400000000000004,0.42000000000000004,6.832000000000001,2.659137577002053,45.22,0.0,0.06,0.619637573964497,3.088888888888889,3.766666666666667,27.009999999999998,0.875,0.0,1.3612040133779266
11.74,13.9,5.41,0,24.9,13.87,12.41,23.77,0,0,1,13.4,4.0,7.8,1.4,8.8,6.0,21,3.5,4.31,7.44,0,0.6,1.2,10.5,56.5,2,13.9,0.6283783783783784,2.59,0.4,7.77,1.6745124411566914,38.69,0.0,0.06,0.7568058076225045,2.038888888888889,2.8666666666666667,23.244999999999997,0.875,0.0,0.5716180371352785
14.31,11.96,4.67,0,40.4,5.74,10.54,34.73,0,2,2,24.6,3.9,8.9,1.6,6.4,1.0,9,3.7,6.17,8.15,0,0.0,-1.2,9.5,48.4,2,11.96,0.5655794587092298,3.33,0.39,10.323,5.994065281899109,26.82,2.2614049818080044,0.0,0.6321353065539113,2.6500000000000004,2.0666666666666664,17.86,0.925,3.9,0.7478787878787879
14.91,12.43,3.04,0,20.0,6.7,6.43,22.85,2,2,1,0.0,1.0,9.7,0.0,4.0,5.1,21,1.7,6.94,7.97,0,1.0,0.7,9.3,54.2,2,12.43,0.5309793471019321,4.96,0.1,29.759999999999998,2.5974025974025974,19.56,1.6771488469601676,0.1,0.5930343511450381,0.6666666666666666,3.6999999999999997,14.629999999999999,0.425,0.0,0.8599752168525403
15.53,11.31,5.34,0,20.0,16.25,11.0,18.24,2,0,3,24.9,3.1,7.1,2.0,10.0,1.0,21,3.7,8.33,7.19,0,0.6,-1.4,9.0,56.7,2,11.31,0.46001279590531036,2.66,0.31,10.374,1.1594202898550725,38.25,0.0,0.06,0.6198958618799671,2.7249999999999996,1.0,22.675,0.925,0.0,1.1426611796982167
15.43,10.56,3.57,1,20.0,11.11,7.69,28.13,1,2,1,25.5,2.5,9.8,1.4,6.4,1.0,14,3.8,7.89,7.54,0,1.3,1.9,5.5,54.6,2,5.28,0.4855119124275596,4.43,0.25,19.935,1.6515276630883569,26.490000000000002,1.3731548232063167,0.13,0.5278680329917521,1.875,2.0,18.145000000000003,0.95,0.0,1.0327225130890052
11.15,14.99,5.92,0,25.9,8.97,15.34,39.4,1,0,1,34.2,4.2,7.2,1.7,5.2,1.1,21,1.2,6.25,4.9,0,0.3,1.9,11.8,54.5,2,14.99,0.4355555555555556,2.08,0.42000000000000004,5.824,2.597793380140421,39.65,0.0,0.03,0.8560822387207311,2.6833333333333336,2.5333333333333337,23.425,0.3,0.0,1.25
14.71,11.16,4.85,0,20.0,16.57,9.7,25.08,2,0,2,13.2,3.7,9.8,1.8,6.3,4.2,10,1.1,8.35,6.36,0,0.3,1.1,8.3,62.3,2,11.16,0.42943956785955434,3.1500000000000004,0.37,10.395000000000001,1.1383039271485487,35.97,0.0,0.03,0.589540412044374,2.2666666666666666,3.233333333333334,22.884999999999998,0.275,0.0,1.2925696594427245
13.27,11.35,4.91,0,24.0,7.67,14.25,43.82,1,2,1,20.8,4.8,8.9,2.3,9.2,1.0,15,3.4,7.16,6.1,0,1.1,0.2,7.7,59.4,2,11.35,0.456245325355273,3.09,0.48,6.798,2.768166089965398,36.17,1.07095046854083,0.11000000000000001,0.6055486395162725,2.511111111111111,1.366666666666667,22.535,0.85,0.0,1.1548387096774195
13.12,12.22,4.97,1,43.8,7.64,6.82,43.28,2,1,2,10.6,4.4,7.7,1.6,8.5,2.9,21,1.4,4.33,8.8,0,0.6,-0.5,8.4,43.6,2,6.11,0.6656580937972769,3.0300000000000002,0.44000000000000006,7.877999999999999,5.069444444444444,21.28,0.9891598915989159,0.06,0.6481612446958981,2.4277777777777776,2.0,14.49,0.35,0.0,0.48651685393258426
14.73,12.99,5.24,0,21.3,16.27,8.2,67.07,1,0,1,26.3,3.1,8.3,1.2,7.3,4.5,15,0.7,6.34,8.38,0,0.4,-1.3,10.5,60.9,2,12.99,0.5650708024275118,2.76,0.31,10.764,1.23335263462652,32.67,0.0,0.04,0.7089966342217775,2.097222222222222,2.8000000000000003,20.485,0.175,0.0,0.7476415094339622
15.14,13.33,3.53,0,20.0,13.12,13.01,19.54,1,0,2,38.8,4.2,9.5,0.1,8.8,1.0,15,3.5,5.0,10.14,0,0.1,1.8,10.4,57.4,2,13.33,0.6653543307086615,4.470000000000001,0.42000000000000004,12.516000000000002,1.41643059490085,39.14,0.0,0.01,0.6724398856566337,3.1444444444444444,0.7666666666666665,24.32,0.875,0.0,0.48828125
12.67,13.77,5.67,0,25.0,19.06,5.0,49.13,2,1,3,19.3,2.3,7.3,1.5,10.0,5.0,14,2.2,3.9,8.77,0,1.3,0.5,9.0,55.7,2,13.77,0.6867658574784652,2.33,0.22999999999999998,10.951,1.2462612163509472,29.06,0.4987033712347895,0.13,0.7646459972235077,2.3027777777777776,2.1666666666666665,18.18,0.55,0.0,0.4396843291995491
14.09,13.32,3.01,1,20.0,16.34,8.23,34.16,0,1,2,14.6,4.3,9.3,0.0,4.8,2.7,9,1.6,5.9,8.19,0,1.5,0.4,10.6,59.1,2,6.66,0.5771670190274841,4.99,0.43,13.473,1.1534025374855825,32.8,0.5688282138794085,0.15,0.6420308483290488,2.5055555555555555,2.6333333333333333,21.049999999999997,0.4,4.3,0.7117008443908325
15.67,13.97,4.77,0,20.0,15.12,9.83,15.0,1,2,2,39.0,4.6,7.4,0.3,4.0,2.6,14,3.8,6.16,9.51,0,1.6,-0.2,9.0,52.3,2,13.97,0.6030437539632213,3.2300000000000004,0.45999999999999996,7.7520000000000024,1.240694789081886,34.78,2.5,0.16,0.7518837459634015,3.283333333333333,2.966666666666667,21.09,0.95,0.0,0.6409989594172737
14.76,12.42,3.55,1,21.6,14.84,6.58,15.0,1,0,1,27.5,5.4,8.4,0.5,6.6,3.5,10,1.6,4.69,10.08,0,1.6,1.2,9.9,42.2,2,6.21,0.6783310901749664,4.45,0.54,7.119999999999998,1.3636363636363638,28.0,0.0,0.16,0.6212588578574406,2.897222222222222,2.466666666666667,18.2,0.4,0.0,0.4607072691552063
13.69,13.96,4.35,1,26.5,11.15,9.07,28.15,1,0,1,27.2,2.7,9.6,0.4,7.0,5.3,15,3.4,5.64,8.06,0,1.0,-1.4,9.7,51.5,2,6.98,0.5844815083393764,3.6500000000000004,0.27,15.695,2.1810699588477367,29.29,0.0,0.1,0.7272095849973955,1.988888888888889,2.9000000000000004,19.445,0.85,0.0,0.6911764705882353
12.22,11.4,4.08,0,20.0,14.69,16.14,15.0,2,0,3,37.3,6.4,7.2,2.5,5.4,2.1,10,0.5,5.12,7.1,0,0.4,-0.3,8.1,59.8,2,11.4,0.5762987012987013,3.92,0.64,2.3519999999999985,1.2746972594008923,46.97,0.0,0.04,0.5907245876155108,4.169444444444444,3.0666666666666664,27.085,0.125,0.0,0.7111111111111112
14.0,12.32,4.79,0,41.3,7.55,8.78,32.7,0,1,1,28.8,2.3,7.3,1.6,6.9,4.5,21,2.3,7.05,6.95,0,1.4,1.6,9.2,39.9,2,12.32,0.49290780141843976,3.21,0.22999999999999998,15.087,4.830409356725146,25.11,1.2255192878338277,0.13999999999999999,0.6577682861719167,1.8999999999999997,3.0666666666666664,16.205,0.575,0.0,1.0
14.88,12.52,5.92,1,32.1,13.99,12.4,45.58,0,1,1,17.4,6.1,8.2,1.7,7.3,3.9,20,3.0,4.97,9.91,0,0.5,1.0,8.8,56.3,2,6.26,0.6615487316421895,2.08,0.61,1.8720000000000008,2.141427618412275,38.79,0.6891369686560757,0.05,0.7037661607644744,2.8499999999999996,2.766666666666666,23.494999999999997,0.75,0.0,0.4965034965034965
15.12,11.94,5.21,1,20.0,16.6,7.98,32.77,2,0,1,11.7,4.3,7.6,1.4,6.9,1.0,21,1.6,6.17,8.96,0,0.5,-0.7,7.0,56.3,2,5.97,0.5886990801576873,2.79,0.43,7.533,1.1363636363636362,32.56,0.0,0.05,0.6421080935735413,2.0916666666666663,1.8333333333333333,20.080000000000002,0.4,0.0,0.6810154525386313
15.17,11.78,5.95,1,20.0,8.61,13.43,30.66,0,0,1,51.4,4.0,8.6,2.9,6.4,3.3,21,2.2,5.13,10.04,0,1.8,0.0,6.3,59.2,2,5.89,0.6574983628028814,2.05,0.4,6.1499999999999995,2.081165452653486,35.47,0.0,0.18,0.6851492826677006,3.0944444444444446,3.266666666666666,22.035,0.55,0.0,0.5059171597633136
15.63,13.52,4.82,1,20.0,17.02,7.53,25.7,2,0,2,35.3,3.3,7.2,0.6,7.5,1.0,9,1.9,8.76,6.87,0,1.9,0.2,7.6,50.9,2,6.76,0.43674507310870947,3.1799999999999997,0.32999999999999996,11.766,1.1098779134295227,32.08,0.0,0.19,0.7272075302554909,2.7472222222222222,1.3666666666666665,19.64,0.475,3.3,1.2568149210903874
14.6,11.26,5.73,0,28.5,15.98,6.37,37.5,2,1,1,23.5,3.0,8.9,2.6,5.6,3.4,14,3.6,6.77,7.83,0,1.9,0.1,8.7,49.2,2,11.26,0.5326530612244899,2.2699999999999996,0.3,9.079999999999998,1.6784452296819787,28.720000000000002,0.7402597402597403,0.19,0.6298126223548056,1.986111111111111,3.466666666666667,18.810000000000002,0.9,0.0,0.8537200504413619
13.1,11.43,4.57,1,20.0,7.46,12.64,39.01,1,2,3,0.0,3.3,9.3,1.6,7.6,2.5,9,2.1,6.58,6.52,0,0.1,-1.2,6.4,54.6,2,5.715,0.49393939393939396,3.4299999999999997,0.32999999999999996,12.690999999999999,2.3640661938534278,32.74,0.9997500624843789,0.01,0.5882655687081833,2.1,2.1666666666666665,21.020000000000003,0.525,3.3,0.9939577039274926
14.95,12.09,4.64,1,21.7,18.34,7.12,32.07,0,2,1,32.3,1.5,9.4,1.5,6.6,5.6,20,2.7,7.97,6.98,0,0.3,-1.8,7.0,57.9,2,6.045,0.4637873754152825,3.3600000000000003,0.15,18.48,1.1220268872802481,32.58,1.3123677048684608,0.03,0.6423448153723545,1.7305555555555554,3.5,20.99,0.675,0.0,1.1257062146892656
12.46,11.42,5.35,0,22.0,10.04,5.09,50.14,2,2,1,3.0,4.2,8.9,2.4,6.6,1.2,20,2.3,7.45,5.01,0,1.7,1.9,9.4,47.0,2,11.42,0.39888535031847133,2.6500000000000004,0.42000000000000004,7.420000000000001,1.992753623188406,20.22,0.8603832616347282,0.16999999999999998,0.613978494623656,1.8166666666666667,2.3333333333333335,14.559999999999999,0.575,0.0,1.457925636007828
14.93,12.58,4.09,0,20.0,11.01,5.0,21.99,2,2,2,22.1,3.8,9.6,0.6,6.1,1.4,9,0.5,8.71,6.23,0,0.5,-0.5,7.6,51.4,2,12.58,0.4145043246839655,3.91,0.38,12.512,1.6652789342214822,21.009999999999998,1.7398869073510224,0.05,0.6437526652452025,2.547222222222222,1.9666666666666668,15.305,0.125,3.8,1.3759873617693523
11.39,13.12,5.85,0,26.1,20.16,12.33,31.07,2,1,4,27.9,6.6,7.8,2.6,8.3,3.2,10,3.9,6.56,4.83,0,0.0,0.3,8.3,60.2,2,13.12,0.42036553524804177,2.1500000000000004,0.6599999999999999,0.8600000000000009,1.233459357277883,44.82000000000001,0.813844714686623,0.0,0.7418716426350014,4.308333333333333,2.5,26.310000000000002,0.975,0.0,1.330628803245436
14.93,13.04,4.03,0,41.8,11.24,11.24,22.56,0,1,2,8.9,6.6,7.7,0.0,7.4,3.9,14,2.7,7.72,7.22,0,1.0,1.3,8.4,47.1,2,13.04,0.4803725881570193,3.9699999999999998,0.6599999999999999,1.5880000000000014,3.415032679738562,33.720000000000006,1.7741935483870968,0.1,0.657865971579921,3.113888888888889,2.1666666666666665,20.710000000000004,0.675,0.0,1.0546448087431695
13.42,11.62,5.54,0,20.0,18.65,5.0,15.0,2,0,2,4.7,3.3,8.1,2.1,6.5,6.0,15,2.4,8.03,5.39,0,1.7,-0.6,5.7,48.2,2,11.62,0.39866863905325445,2.46,0.32999999999999996,9.102,1.0178117048346056,28.65,0.0,0.16999999999999998,0.6321516003264122,1.8972222222222221,3.8666666666666667,18.375,0.6,0.0,1.4626593806921677
13.2,13.01,4.55,1,26.1,11.6,13.41,22.99,2,2,2,26.9,6.3,8.4,1.3,5.7,2.9,14,2.4,6.01,7.2,0,1.7,0.5,9.7,53.1,2,6.505,0.5413533834586467,3.45,0.63,2.415000000000001,2.0714285714285716,38.42,2.1759066277615675,0.16999999999999998,0.6846767827383563,3.5138888888888893,2.8333333333333335,23.41,0.6,0.0,0.8232876712328767
13.15,11.05,5.66,0,46.7,10.51,5.0,15.0,2,0,2,21.3,6.1,8.4,3.1,8.1,1.2,10,3.5,5.62,7.53,0,1.7,1.4,7.2,37.5,2,11.05,0.5683018867924529,2.34,0.61,2.1060000000000008,4.057341442224153,20.509999999999998,0.0,0.16999999999999998,0.6144008896302475,3.2916666666666665,2.066666666666667,14.454999999999998,0.875,0.0,0.7365661861074705
14.43,14.54,5.73,0,42.9,23.1,17.99,27.28,1,1,2,19.4,2.4,7.6,0.5,7.8,3.3,14,1.2,4.82,9.61,0,1.8,-0.6,9.9,61.9,2,14.54,0.6613902271163111,2.2699999999999996,0.24,10.441999999999997,1.7800829875518671,59.08,1.516973125884017,0.18,0.8101783060921248,2.0055555555555555,2.0,33.339999999999996,0.3,0.0,0.4963954685890835
13.38,11.21,4.88,1,67.4,6.68,11.47,34.42,0,0,1,10.8,4.8,7.7,2.1,9.8,1.6,10,1.4,5.88,7.5,0,1.0,0.4,8.2,38.6,2,5.605,0.5563798219584569,3.12,0.48,6.864000000000001,8.776041666666668,29.62,0.0,0.1,0.5918690601900739,2.2333333333333334,1.2999999999999998,18.66,0.35,0.0,0.7736842105263159
13.4,11.3,3.38,0,20.5,7.56,5.78,36.49,0,1,2,29.1,5.2,8.5,1.6,7.1,2.0,9,0.4,4.25,9.15,0,0.5,0.8,6.8,45.8,2,11.3,0.6777777777777778,4.62,0.52,8.315999999999999,2.3948598130841123,19.120000000000005,0.5468124833288877,0.05,0.5612118202135584,3.2083333333333335,2.1666666666666665,13.810000000000002,0.1,5.2,0.4594594594594595
12.88,10.31,4.93,0,20.0,15.85,15.48,41.06,0,0,2,24.0,4.7,7.3,3.2,8.2,1.0,14,3.2,5.59,7.29,0,0.4,-1.8,4.5,65.2,2,10.31,0.561633281972265,3.0700000000000003,0.47000000000000003,7.061,1.1869436201780414,46.81,0.0,0.04,0.5522228173540439,2.9,2.0000000000000004,27.055,0.8,0.0,0.7564276048714479
12.43,12.01,5.15,0,20.0,10.43,7.23,15.0,2,0,2,0.0,3.9,8.0,1.8,9.3,5.0,9,2.9,4.81,7.63,0,0.9,-1.0,8.1,48.6,2,12.01,0.6089385474860335,2.8499999999999996,0.39,8.834999999999999,1.7497812773403325,24.89,0.0,0.09,0.6371352785145888,1.9666666666666668,2.4999999999999996,16.445,0.725,3.9,0.6222509702457956
