screen_time_hours,work_hours,sleep_hours,break_frequency,typing_speed_wpm,backspace_rate,pause_frequency,app_switch_rate,usage_type,focus_session_count,hydration_level,physical_activity,cognitive_load_score,burnout_level
7.48,6.21,8.32,3,81.4,2.02,5.64,22.81,0,6,3,114.8,2.2,1
7.21,3.31,4.17,8,42.0,12.67,6.98,29.11,1,7,2,65.3,25.9,1
3.09,2.68,3.84,4,73.5,5.7,4.13,9.27,0,4,1,100.2,0.0,1
14.18,9.21,4.31,2,44.6,12.66,10.48,25.74,1,6,2,108.3,28.2,2
2.46,1.68,8.31,6,103.9,4.36,7.3,12.3,0,0,3,56.6,1.6,0
13.0,11.36,8.26,5,64.8,13.41,12.8,17.45,1,4,4,52.8,25.1,1
12.82,8.02,6.53,8,72.4,6.58,2.53,18.04,0,5,2,42.4,3.4,1
9.93,6.84,4.85,0,71.7,11.16,11.34,8.73,2,6,1,55.0,22.6,1
10.42,4.27,4.12,1,82.2,15.91,8.59,25.86,2,5,1,16.9,14.3,1
2.59,1.74,5.51,5,48.2,5.37,6.4,26.19,2,6,4,81.2,18.3,0
3.63,2.09,4.12,7,54.0,5.08,6.09,18.36,0,6,2,101.0,15.7,1
9.5,8.53,4.51,7,60.4,13.12,5.83,16.08,2,1,1,6.8,19.9,1
4.69,3.46,6.45,4,47.9,1.06,7.75,31.16,1,7,5,92.2,21.7,1
13.02,4.68,8.29,9,51.8,11.14,4.24,13.55,1,7,5,100.3,16.7,1
5.04,4.98,8.05,0,43.5,6.45,3.91,20.91,2,3,3,46.8,11.5,1
3.52,3.0,4.02,9,85.6,2.99,4.96,18.26,1,7,2,94.7,0.0,1
12.66,11.5,5.23,2,52.1,13.03,3.01,21.12,0,3,2,110.6,8.2,2
10.18,4.39,5.12,0,55.6,9.24,4.74,15.09,1,7,5,75.0,12.1,1
2.93,2.84,7.76,4,39.3,3.47,6.64,40.82,1,1,3,111.9,16.9,0
9.58,1.16,3.37,6,29.6,6.59,5.92,16.73,0,3,4,102.6,24.8,1
8.88,7.88,4.81,3,72.7,12.38,6.34,21.82,2,8,3,48.6,16.7,1
8.42,8.29,4.2,3,94.8,0.0,7.82,30.74,2,1,1,57.6,12.0,1
12.85,9.14,6.23,10,60.4,5.69,3.32,30.17,2,3,5,34.8,2.8,1
12.23,11.62,7.86,0,56.7,12.35,11.17,15.76,2,5,3,60.1,20.6,1
8.21,4.22,5.18,2,67.7,10.9,6.69,18.93,0,3,2,60.9,20.1,1
13.25,5.97,6.11,6,50.7,19.06,5.97,16.82,0,1,3,26.9,20.7,1
10.11,8.27,7.72,4,68.2,8.73,3.38,25.85,0,7,3,103.4,7.6,1
10.23,8.78,4.71,5,35.7,7.04,6.91,17.22,0,2,4,2.7,19.8,1
3.6,3.3,4.2,3,44.0,12.92,0.94,12.67,1,3,1,113.0,8.8,1
14.16,4.07,4.22,8,32.9,11.9,3.35,11.75,1,1,2,70.3,18.3,1
2.97,1.68,4.14,6,90.6,0.0,5.2,11.75,2,6,2,72.6,0.0,0
12.93,5.0,7.42,7,59.1,11.66,2.86,14.0,1,5,5,60.3,11.1,1
3.0,2.89,7.64,4,57.5,3.64,6.44,22.77,1,0,1,61.4,18.6,0
7.86,1.26,5.6,4,74.8,10.26,5.27,23.99,0,1,4,64.4,9.8,1
10.5,2.51,6.01,2,48.3,10.11,9.56,32.64,0,4,5,83.4,31.1,1
6.82,6.76,5.25,0,52.1,7.08,11.93,36.8,2,2,4,28.5,27.7,1
11.11,2.8,3.31,5,37.5,12.04,4.31,21.4,0,6,3,30.8,19.1,1
12.77,7.64,8.94,5,78.7,16.18,3.37,24.89,1,8,5,21.8,12.5,1
5.8,4.1,4.39,4,103.0,9.65,3.34,1.4,1,0,1,49.8,0.0,1
4.22,3.07,7.3,4,74.0,9.98,11.13,8.94,0,4,3,106.8,17.5,1
3.96,2.99,4.42,0,52.0,0.0,6.32,10.59,0,0,2,58.5,0.4,1
9.04,1.62,7.09,6,55.9,10.35,6.64,14.62,0,1,4,96.9,11.5,1
6.8,2.31,6.84,5,69.7,6.69,4.93,7.7,1,6,4,67.0,3.6,0
8.79,4.65,4.57,5,88.8,6.95,3.71,20.59,1,3,2,73.1,0.0,1
10.96,5.67,8.15,7,66.9,5.38,2.47,38.58,2,1,2,13.7,4.2,1
5.17,1.15,3.36,9,82.4,1.67,0.77,21.42,0,0,5,116.1,0.0,0
12.27,4.63,3.75,2,32.1,5.88,3.53,18.83,0,3,4,89.9,12.2,1
12.0,4.59,4.74,6,37.7,8.54,4.31,15.07,0,1,5,92.3,8.5,1
6.52,5.54,7.71,2,94.8,2.62,6.53,42.9,2,6,3,23.0,5.1,0
13.14,9.4,3.8,8,85.1,10.09,9.24,10.04,0,7,2,11.7,6.3,2
14.12,11.33,8.96,6,82.1,10.83,9.71,0.0,1,6,5,46.7,15.6,1
12.99,11.03,7.28,6,78.5,8.92,2.88,15.63,0,0,5,76.9,0.0,1
10.98,7.68,7.99,3,81.8,8.62,6.55,22.85,2,2,2,47.5,6.8,1
10.72,2.5,5.14,8,95.1,0.98,7.15,33.55,2,6,1,119.7,1.9,1
11.77,8.44,4.96,3,31.9,12.11,4.81,27.41,1,3,1,118.0,25.2,1
8.08,3.37,5.02,0,49.4,5.89,8.97,23.38,1,3,2,6.1,21.7,1
9.75,6.64,4.01,8,47.0,11.92,5.58,21.92,0,1,1,4.0,11.9,1
3.07,2.46,5.36,6,44.4,15.02,5.23,10.4,0,7,1,25.7,27.8,0
9.46,5.05,7.04,0,33.0,14.18,6.71,15.66,2,4,1,47.7,24.4,1
5.05,3.81,7.24,8,82.3,1.97,0.0,26.97,2,7,2,66.4,0.0,0
7.59,6.17,5.93,10,44.1,10.53,5.52,20.59,1,6,2,21.3,19.9,1
3.74,1.14,6.34,7,60.3,4.83,3.07,7.96,0,5,3,75.2,0.6,0
10.67,2.58,3.46,3,49.0,10.56,9.25,30.3,2,8,1,43.8,26.9,1
14.58,6.17,7.17,5,48.2,3.98,3.85,5.39,1,1,3,67.9,4.3,1
8.68,7.65,3.13,9,73.8,14.62,10.03,12.34,2,6,5,6.6,26.2,1
2.97,2.0,3.49,3,62.6,14.72,3.77,8.82,0,6,1,22.9,2.3,1
14.87,6.94,7.23,8,52.6,11.71,8.65,13.02,2,0,1,8.8,22.0,1
7.11,4.96,4.39,6,53.8,5.66,6.22,24.35,1,0,4,6.8,4.9,1
10.53,1.06,8.94,2,81.9,13.07,0.0,9.46,0,5,4,94.7,0.0,0
4.91,1.59,6.28,6,67.4,4.62,6.73,29.41,1,8,2,29.1,7.2,0
12.73,11.33,5.56,10,72.8,11.95,5.38,30.04,2,5,4,28.0,14.7,1
4.16,2.43,8.24,7,53.1,2.26,10.7,21.23,2,1,2,109.3,14.3,0
14.04,11.82,6.02,1,30.9,11.17,11.94,21.49,0,8,2,51.0,32.0,2
9.98,6.89,5.77,2,64.5,13.25,7.79,19.78,2,8,3,66.3,21.2,1
5.78,2.69,8.23,0,55.4,2.85,0.0,21.94,1,1,3,87.7,0.0,0
10.52,9.34,8.3,7,83.7,6.22,7.68,12.57,0,3,4,11.5,9.5,1
8.45,4.2,8.38,1,76.9,14.84,1.02,26.61,1,8,3,4.5,7.8,1
4.79,1.76,3.25,6,47.3,3.72,4.25,17.05,2,1,1,83.4,13.3,1
2.45,1.9,3.33,2,66.1,14.79,1.14,7.34,0,4,3,70.9,0.5,1
4.25,1.94,6.69,5,76.7,7.37,4.9,0.4,0,7,2,84.9,10.4,0
6.18,1.62,5.45,5,49.7,7.84,5.58,35.57,2,7,4,2.4,23.3,1
12.34,5.42,3.43,8,57.4,13.9,6.76,37.2,2,7,4,91.1,14.6,1
7.08,2.56,7.51,1,64.3,9.46,3.52,36.42,1,4,1,7.3,11.3,1
6.38,3.07,8.46,2,83.4,7.73,1.62,35.62,2,7,1,7.7,0.6,0
10.85,7.06,6.3,3,75.3,13.14,5.23,12.27,0,6,5,11.9,13.0,1
7.49,5.19,5.62,6,60.2,7.35,0.06,28.19,2,8,5,25.3,1.0,1
3.85,1.35,5.96,9,48.0,3.23,8.95,29.52,2,3,4,44.7,23.9,0
15.09,1.71,4.15,8,65.3,13.12,1.49,16.57,2,3,5,31.0,4.5,1
6.19,3.35,3.77,4,76.4,0.0,4.21,13.12,2,7,5,5.5,0.0,1
12.83,2.65,5.66,0,34.9,12.55,6.92,16.32,1,7,5,2.9,23.6,1
15.79,7.47,4.54,3,75.8,12.93,5.69,23.5,0,5,2,39.0,10.0,2
6.95,4.74,8.31,2,59.8,5.59,7.14,11.93,1,0,5,41.2,16.4,1
8.81,6.77,7.42,1,82.2,6.47,3.25,14.2,1,0,2,29.6,0.0,1
6.76,4.37,4.97,5,75.6,10.8,3.81,3.04,0,4,5,18.5,5.9,1
7.15,1.24,4.96,9,51.3,0.6,7.27,21.97,0,2,5,70.7,9.2,1
9.65,3.05,7.07,4,33.4,5.26,5.76,21.87,2,5,2,9.7,23.7,1
4.66,1.81,5.66,6,51.5,9.5,0.0,25.77,0,5,5,48.3,7.3,0
6.52,1.36,6.69,0,92.6,11.44,0.0,22.48,1,6,5,89.3,0.0,1
7.51,7.28,6.43,9,79.6,9.42,6.7,29.07,0,4,2,9.7,16.8,1
14.0,7.69,7.04,6,37.9,12.11,6.07,29.09,2,7,1,78.3,29.3,1
4.29,1.84,4.48,1,99.5,5.15,0.0,22.04,0,6,2,70.1,0.0,1
14.54,1.39,8.18,8,33.2,15.69,2.44,23.89,0,1,1,6.1,17.7,1
7.27,6.26,8.79,1,81.3,2.14,5.34,16.05,0,7,1,93.4,0.0,1
5.47,2.09,8.94,4,73.0,13.81,4.79,23.67,0,2,1,59.3,3.3,0
13.94,8.1,3.27,7,30.2,19.43,7.49,24.22,1,2,3,47.8,29.0,2
15.97,10.08,8.3,3,35.6,12.8,6.34,26.93,2,3,4,64.4,27.9,1
4.23,3.1,4.74,9,78.3,3.35,0.65,13.3,0,2,2,1.5,0.0,1
4.19,1.59,8.56,3,63.1,4.5,5.14,26.85,0,3,4,39.2,13.4,0
5.21,2.76,7.81,4,94.0,0.95,11.04,6.79,1,8,4,102.7,8.6,0
5.93,1.69,7.1,2,60.6,12.02,4.88,17.22,0,0,4,17.8,5.7,1
14.19,3.96,3.73,3,27.4,13.37,1.73,35.15,2,4,4,12.2,20.2,1
6.56,4.59,3.79,3,100.5,14.34,1.4,22.35,1,7,5,113.4,3.1,1
12.0,7.11,3.65,9,81.6,9.13,2.62,16.65,1,2,5,38.1,6.5,1
7.63,5.86,5.17,3,78.6,15.66,1.85,28.14,2,5,3,114.7,11.2,1
6.72,3.18,7.41,8,53.2,9.12,7.82,25.5,2,7,4,85.8,27.1,0
10.86,8.93,8.88,10,26.2,8.03,7.66,17.87,0,0,4,28.3,27.5,1
11.19,5.23,6.79,3,38.0,12.13,6.38,9.28,0,4,1,75.4,17.3,1
9.03,4.45,7.37,1,88.1,11.71,8.92,10.51,0,3,5,112.5,7.7,1
12.45,11.2,6.88,5,77.3,16.43,3.16,28.75,0,1,1,55.9,14.1,1
2.19,1.5,6.99,2,61.9,10.1,3.02,33.12,2,0,4,43.0,10.0,0
7.51,2.17,3.02,3,57.7,8.12,3.07,21.83,2,4,1,63.5,17.7,1
9.23,8.18,4.23,10,58.9,3.49,5.29,10.35,1,5,4,33.8,8.7,1
7.4,5.49,3.06,3,88.7,10.23,5.39,8.59,1,5,1,38.7,7.1,1
12.9,7.2,5.41,0,79.5,9.18,5.96,30.21,2,3,2,9.4,13.0,2
2.9,2.02,8.08,8,79.8,9.6,7.49,4.83,0,5,4,81.9,2.0,0
5.57,1.72,7.16,7,38.0,7.02,7.48,10.94,0,0,2,73.2,18.1,0
4.19,3.93,6.86,9,83.1,3.58,1.14,14.43,0,2,4,48.0,0.0,0
4.36,1.06,8.06,0,54.6,10.09,0.0,5.85,0,1,4,60.6,0.7,0
6.35,4.11,8.72,2,38.6,7.66,9.27,18.91,1,4,5,28.7,17.0,1
6.91,2.27,3.7,0,38.7,1.39,0.29,25.72,1,5,1,13.4,0.2,1
13.7,7.0,6.33,5,68.9,17.21,3.21,16.12,1,0,3,79.4,17.7,1
10.59,8.8,3.16,6,56.4,10.66,0.41,17.51,0,6,1,15.6,4.9,2
12.16,1.82,5.42,10,65.7,17.79,11.54,29.25,2,2,2,119.6,30.5,1
4.17,1.96,7.35,6,72.3,14.5,7.45,19.28,0,0,2,101.8,14.7,0
2.61,1.59,5.28,3,63.9,6.92,5.63,10.91,1,8,5,92.9,5.0,1
11.58,11.19,4.29,10,40.9,5.34,6.91,27.95,1,0,1,69.4,13.9,1
4.99,3.28,7.18,10,73.3,12.62,4.67,32.4,2,5,1,59.0,20.2,0
5.8,1.7,6.64,9,70.2,8.14,3.66,10.12,0,8,4,101.4,0.0,0
15.67,11.42,5.15,4,74.7,15.49,14.71,15.26,0,7,2,20.4,39.1,2
9.24,1.25,7.59,1,69.2,7.79,6.55,27.02,2,6,4,70.5,18.7,1
7.93,5.28,5.05,1,87.5,9.1,4.06,16.86,0,3,3,65.4,1.7,1
6.43,5.25,4.05,7,43.1,4.13,5.01,3.41,0,2,5,25.0,10.5,1
7.23,4.65,6.01,10,88.2,5.54,3.64,5.71,1,5,4,44.9,0.0,1
12.3,9.96,3.19,8,65.2,7.44,5.9,30.26,2,5,1,110.0,13.4,2
13.66,6.91,6.1,10,27.2,14.81,9.98,9.31,0,6,5,76.1,31.2,1
9.27,5.18,3.37,7,66.1,6.73,8.56,14.75,1,0,5,67.7,17.3,1
9.69,4.34,6.89,9,82.0,4.92,2.45,24.48,1,1,4,35.0,0.0,1
9.68,8.45,6.09,3,85.8,14.85,6.61,22.34,0,0,1,78.2,10.0,2
13.66,4.76,4.04,7,68.6,12.95,8.86,0.52,0,0,3,39.8,12.6,1
13.44,3.27,6.16,7,56.6,8.68,11.37,24.62,0,3,3,100.6,27.6,1
10.29,7.25,3.22,1,29.4,9.32,4.39,28.17,2,7,1,45.1,20.5,2
11.89,11.82,7.13,0,47.9,7.61,10.06,22.99,2,7,3,86.0,21.9,2
2.98,1.53,6.4,10,94.1,7.98,9.03,11.61,1,6,3,89.3,17.4,0
7.98,7.79,6.36,9,58.7,10.48,1.62,34.73,2,3,3,70.1,15.7,1
13.86,2.87,5.2,10,42.8,11.23,5.06,22.9,1,1,5,114.9,22.6,1
4.28,3.41,7.36,9,78.9,3.13,3.28,13.61,1,5,2,45.0,0.0,0
8.26,5.54,3.83,5,50.6,8.77,6.54,14.06,0,6,4,77.2,14.8,1
4.83,4.41,8.47,3,89.4,9.4,6.19,40.54,2,5,4,89.3,11.0,0
13.23,8.66,8.62,10,64.2,11.31,8.87,11.69,0,3,4,114.5,21.2,1
2.11,1.33,4.69,1,56.9,9.94,3.86,22.53,1,1,3,81.4,15.3,1
14.51,10.52,5.63,4,39.5,17.38,13.89,26.7,2,5,4,89.7,46.9,2
11.2,8.72,4.14,5,50.4,12.22,2.62,34.34,2,6,4,36.3,17.6,2
2.3,1.31,6.26,5,91.2,11.53,6.3,17.7,2,3,3,21.7,6.4,0
5.99,4.23,3.97,8,64.2,8.21,5.15,21.82,1,7,4,80.8,15.8,1
9.65,9.28,7.49,3,39.2,12.85,9.8,11.07,0,2,4,36.5,26.8,1
15.23,7.81,7.39,3,70.2,5.91,6.56,25.44,2,0,2,103.4,11.2,1
5.24,2.42,3.21,0,43.3,4.2,1.99,32.68,0,2,4,87.7,11.7,1
10.83,5.2,8.41,8,43.0,7.4,2.96,30.79,2,3,1,20.1,16.9,1
6.51,2.82,6.38,4,76.4,10.64,7.5,20.03,0,4,3,108.8,9.9,1
15.05,2.6,4.75,2,44.3,7.8,4.83,14.94,0,1,3,40.1,17.3,1
11.76,4.17,6.29,3,81.2,12.39,5.84,5.09,0,2,3,92.9,13.1,1
15.48,5.3,5.4,1,43.0,14.76,5.54,21.36,1,3,4,25.6,18.5,2
6.93,3.71,3.89,5,37.1,6.69,11.3,21.16,0,5,1,61.7,27.3,1
13.66,9.26,3.86,6,31.3,10.49,3.95,18.59,2,5,2,20.4,17.9,2
15.29,7.64,8.42,10,62.7,15.83,8.19,29.27,1,6,4,93.1,26.7,1
5.16,3.1,6.64,2,68.0,9.24,2.02,19.12,1,6,2,87.9,1.0,0
10.84,4.76,5.89,3,74.9,12.69,3.51,21.46,1,5,4,118.7,3.0,1
13.8,7.45,5.23,10,86.9,15.28,3.17,13.74,0,6,4,38.9,4.9,2
5.25,4.05,6.28,1,47.3,7.0,0.06,23.28,1,6,2,72.2,10.2,1
9.66,1.54,3.54,9,32.4,14.75,3.54,22.15,0,4,4,78.1,13.0,1
9.61,6.03,3.88,5,55.9,7.82,6.29,30.98,1,7,1,94.3,13.2,1
10.54,2.62,8.43,5,45.5,16.15,1.57,30.47,2,1,4,71.6,8.8,0
9.95,5.42,6.85,6,69.0,7.12,0.86,19.09,2,0,5,67.9,0.0,1
4.68,3.92,8.8,1,37.3,10.68,8.32,11.38,0,3,2,97.8,14.2,0
15.52,3.66,7.33,5,58.8,10.4,6.84,10.11,0,6,1,28.2,15.7,1
14.3,9.62,5.45,5,48.4,10.83,7.68,15.53,0,1,3,82.5,32.9,2
2.91,1.28,8.3,9,64.5,0.27,0.83,21.38,1,2,5,47.6,0.0,0
14.91,2.97,4.77,2,35.6,12.51,3.52,26.51,2,2,2,33.5,16.7,2
12.5,9.22,8.74,7,66.8,10.26,6.69,10.86,1,5,1,8.7,11.1,1
7.84,6.45,6.26,0,59.0,6.39,4.5,20.67,2,8,4,16.2,14.6,1
15.46,4.58,8.9,5,28.8,10.6,7.63,22.65,2,3,5,17.5,27.4,1
11.8,2.61,8.21,2,50.4,10.08,5.66,25.25,0,6,3,62.3,17.8,1
13.9,9.93,4.1,6,50.0,14.08,4.62,18.66,1,4,4,80.4,17.4,2
8.7,5.32,6.58,3,54.3,11.04,12.09,26.09,2,0,1,108.8,32.3,1
9.26,7.44,6.37,10,59.7,10.36,4.18,6.21,0,4,2,63.5,0.0,1
2.18,1.91,3.25,7,104.0,12.26,1.8,20.89,1,3,4,72.2,0.0,1
12.98,9.59,8.56,3,58.1,11.02,2.17,18.16,0,1,1,102.4,13.4,1
14.15,2.8,8.59,8,36.8,14.85,5.97,15.71,1,3,4,21.9,27.5,1
11.21,2.27,6.04,9,75.4,10.49,10.05,23.94,0,8,3,90.8,16.5,1
7.17,3.61,6.38,9,87.0,8.46,7.57,11.56,1,6,4,53.4,2.3,1
10.49,4.14,6.06,1,38.2,4.79,3.68,14.61,1,4,2,17.2,12.9,1
12.12,2.61,4.42,9,29.6,10.62,5.38,23.11,2,4,4,105.4,19.6,1
11.53,6.72,7.86,4,72.2,13.49,6.48,9.22,0,2,2,56.8,7.4,1
14.39,11.5,8.7,3,61.7,15.93,8.82,22.81,2,5,4,68.1,33.6,1
4.13,2.61,3.95,5,68.2,8.69,0.0,27.5,2,3,4,41.1,0.0,1
10.52,9.58,4.84,9,39.8,1.76,7.85,27.79,1,0,5,71.9,12.8,1
11.21,5.42,7.08,7,83.9,12.83,2.59,24.85,1,0,1,5.5,1.4,1
12.34,4.23,6.45,5,47.8,6.09,7.42,21.88,0,2,4,101.0,18.8,1
8.89,8.51,4.14,10,50.6,5.1,7.3,2.88,0,7,1,69.6,2.6,1
11.34,4.62,8.97,2,47.8,7.29,2.75,7.49,0,6,5,116.5,4.8,1
4.34,2.96,8.51,10,91.1,6.35,1.58,32.95,2,5,4,109.0,0.0,0
2.39,1.63,6.91,8,92.8,1.73,1.37,13.6,0,0,3,26.1,0.0,0
11.15,3.37,4.1,7,78.0,9.29,0.42,17.32,0,1,5,1.1,0.0,1
15.87,3.78,5.83,3,66.5,15.37,9.05,18.88,1,3,1,48.8,23.3,1
4.33,1.97,3.91,2,102.6,11.25,9.5,12.8,1,6,1,57.2,9.8,1
4.18,3.49,7.57,5,80.0,1.64,5.71,4.17,1,6,1,42.5,0.0,0
10.76,2.45,7.08,5,69.5,13.99,9.01,21.34,0,7,3,10.6,15.0,1
14.74,11.52,3.72,4,27.3,13.12,6.71,13.02,0,8,2,97.0,23.4,2
2.77,2.66,6.36,0,64.7,0.99,4.55,9.23,0,7,2,45.7,0.2,0
2.82,2.23,7.6,3,86.3,12.24,8.11,40.21,2,6,3,36.8,11.4,0
7.99,2.84,7.57,0,83.7,11.39,6.23,23.22,2,4,2,38.2,7.5,0
3.09,1.55,8.72,4,44.4,3.33,1.98,0.0,0,6,1,22.0,0.0,0
8.47,2.11,7.34,8,41.2,8.17,8.97,6.89,1,2,3,84.6,24.4,1
15.11,3.61,4.14,1,52.4,12.15,4.29,24.12,1,4,1,69.4,11.6,2
15.87,10.06,7.47,3,37.4,15.45,6.12,12.01,0,4,3,80.9,26.0,2
10.75,7.49,4.59,1,78.8,12.92,9.2,22.14,0,7,1,95.3,18.5,2
15.91,11.08,3.51,3,24.4,14.8,5.0,18.21,0,7,5,106.7,18.4,2
8.2,1.59,8.35,2,95.8,12.69,2.56,24.37,0,3,1,117.4,8.6,0
12.03,10.91,3.77,3,51.6,9.43,5.94,3.88,1,8,4,99.1,8.0,2
5.36,2.62,3.67,4,51.0,0.0,2.99,20.3,1,4,1,37.7,2.2,1
11.96,6.88,8.39,1,31.0,4.05,5.93,10.09,1,1,3,106.7,17.4,1
13.29,5.0,8.15,8,60.1,12.82,1.1,15.64,0,3,5,86.8,5.0,0
7.74,4.4,5.2,6,38.9,6.16,12.26,14.42,0,8,4,75.5,30.9,1
14.56,5.76,4.0,4,69.1,16.72,7.95,24.79,1,4,2,76.9,15.7,2
3.98,1.2,5.6,5,91.7,8.69,8.7,5.73,0,5,1,105.3,3.5,0
3.58,1.17,7.53,6,70.4,3.8,4.06,18.64,0,8,5,16.6,0.0,0
11.22,4.63,4.16,8,35.1,8.29,11.39,16.91,0,1,1,20.0,24.7,1
7.37,1.6,5.4,10,84.8,11.38,2.28,15.29,1,5,4,88.9,0.0,0
12.03,4.3,4.0,1,63.3,10.97,4.23,10.6,0,6,2,11.8,9.1,1
4.96,1.68,3.4,0,60.7,9.13,0.0,18.75,2,4,2,49.0,0.2,1
15.15,7.03,7.73,7,22.1,14.23,11.32,10.43,1,5,3,82.2,37.3,1
6.85,1.25,7.32,9,68.0,5.2,5.08,25.03,0,3,1,66.4,4.3,0
9.14,8.36,3.49,0,46.3,14.89,4.95,21.58,2,5,2,50.4,28.8,2
12.18,6.27,4.72,6,46.1,7.38,4.02,31.17,1,8,5,83.4,12.0,1
11.69,9.34,4.43,0,81.0,10.39,9.89,14.67,2,2,1,89.3,15.1,2
12.51,8.73,7.87,0,59.5,13.7,3.68,17.67,2,2,5,40.5,10.7,1
11.04,10.51,3.6,8,23.5,15.83,6.02,9.45,0,4,3,38.4,23.9,2
11.07,8.15,6.82,3,48.9,17.48,6.28,17.59,1,5,3,64.1,20.8,1
9.34,1.11,7.42,10,98.0,11.08,1.53,6.25,0,3,2,68.3,0.0,0
4.29,1.21,8.13,7,90.8,11.07,3.53,34.12,0,3,3,114.0,6.6,0
13.63,8.8,8.78,0,60.1,13.74,3.82,23.87,2,0,1,40.4,15.8,1
9.55,5.35,3.6,8,58.1,15.52,7.83,12.34,1,2,5,38.0,19.7,1
13.15,9.27,3.48,2,65.0,0.0,7.32,12.59,0,7,3,44.9,10.8,2
3.52,1.94,4.46,1,82.5,9.4,8.47,13.46,2,3,1,56.2,13.9,1
2.39,2.12,4.8,7,76.7,3.58,2.22,15.35,0,7,4,15.6,0.0,0
7.22,5.56,5.43,8,56.1,11.59,9.75,15.01,0,1,3,96.7,22.0,1
7.63,5.92,8.09,5,97.2,7.65,3.58,15.33,1,7,3,80.7,0.0,0
11.98,6.61,3.96,10,84.0,10.86,9.52,5.76,0,6,5,6.0,21.0,1
7.07,7.03,3.67,1,53.9,10.45,8.48,31.22,2,3,1,97.7,28.2,1
7.6,6.87,6.15,7,41.2,10.8,9.02,23.86,0,8,5,16.2,22.0,1
11.81,2.23,7.97,5,36.8,5.89,4.31,14.34,1,2,4,35.9,18.6,1
6.55,1.5,4.3,1,58.5,0.33,5.08,13.82,1,4,1,1.1,0.0,1
9.98,7.73,7.02,4,77.9,19.94,5.46,25.92,1,1,4,74.9,7.3,1
15.43,9.06,3.66,7,39.7,5.21,2.95,6.18,0,2,4,57.7,7.3,2
13.91,9.84,5.93,9,78.6,10.78,8.65,20.57,2,5,5,114.8,18.4,1
10.73,9.17,7.55,2,41.4,12.79,3.39,25.63,2,0,2,119.7,16.9,1
5.03,3.04,8.8,5,87.7,13.11,3.87,24.17,1,2,3,118.9,7.4,0
2.4,1.0,4.54,5,61.9,9.63,6.73,13.07,1,0,2,101.6,9.2,1
2.63,1.63,5.06,8,43.5,4.24,2.98,22.04,2,4,5,111.1,7.4,0
9.05,7.82,8.17,1,79.2,9.02,6.73,15.27,1,4,1,56.3,9.3,1
12.42,4.4,6.37,2,62.9,10.83,2.58,21.93,1,8,4,26.8,1.6,1
11.24,1.18,4.45,0,42.7,6.28,5.99,19.98,0,3,3,37.5,18.2,1
12.91,9.85,7.93,6,52.7,10.57,4.58,21.0,0,1,4,71.4,17.5,1
15.55,2.26,6.48,8,28.0,8.99,3.02,16.27,0,7,2,75.4,20.2,1
4.99,1.15,5.93,4,39.9,7.43,2.39,12.02,0,8,2,16.9,10.0,0
8.39,2.29,6.97,8,51.3,6.19,7.89,6.84,0,8,5,65.0,13.3,1
5.5,5.23,8.72,6,80.5,9.57,5.55,20.13,1,3,3,81.0,2.2,0
13.11,1.37,7.31,3,54.4,5.07,1.96,19.71,0,3,3,11.2,3.3,1
6.86,5.09,3.54,3,55.9,12.68,1.99,20.4,0,6,5,39.9,12.8,1
6.9,5.33,8.64,9,42.2,12.8,0.06,29.75,1,1,3,91.4,15.6,0
8.88,7.16,5.97,0,63.2,11.86,0.97,15.71,0,5,1,120.0,8.0,1
8.88,3.79,7.88,7,53.5,13.0,6.38,27.61,0,6,3,88.7,21.1,1
10.64,4.96,8.53,1,78.9,11.42,5.12,10.99,0,5,1,54.8,6.6,1
14.94,3.19,6.84,10,53.7,15.05,6.07,17.9,1,6,2,46.7,23.7,1
3.97,2.93,4.15,5,63.5,7.44,0.93,21.99,0,5,3,60.0,5.4,1
9.32,3.91,4.93,4,68.1,9.05,4.54,19.74,1,4,2,97.2,10.2,1
13.24,8.12,8.08,7,66.6,6.8,7.56,11.14,1,3,5,118.3,8.4,1
8.71,2.89,3.98,4,41.1,7.96,0.0,25.94,2,3,5,48.1,13.8,1
14.95,1.28,7.25,4,39.3,16.98,6.99,16.68,2,1,5,119.4,27.3,1
3.65,3.43,6.78,6,42.1,7.59,0.0,20.96,1,3,3,43.7,9.7,0
3.3,3.09,5.92,6,54.4,6.8,6.42,21.09,2,4,4,12.7,15.0,0
12.51,1.4,7.79,1,40.5,6.89,5.23,15.99,0,3,2,19.3,18.3,1
8.43,3.13,5.12,5,60.5,9.28,0.0,30.86,2,1,5,55.7,2.0,1
9.79,8.41,3.92,1,85.5,11.1,5.3,11.54,1,2,3,76.6,0.0,2
6.27,4.26,4.65,9,95.5,15.58,4.44,22.95,2,3,5,62.7,9.1,1
5.77,5.57,4.6,10,51.1,2.88,11.95,0.66,0,6,3,29.8,22.1,1
15.3,1.54,7.75,6,46.4,8.06,2.26,15.27,0,7,3,107.4,0.7,1
10.52,8.17,7.41,4,48.3,14.19,6.33,22.57,1,5,5,117.5,18.1,1
9.59,2.46,3.13,6,87.3,12.5,4.61,11.67,0,2,4,114.0,7.7,1
9.1,2.05,8.23,5,39.1,7.51,0.0,36.74,1,1,4,88.0,7.7,0
6.65,4.18,7.36,6,64.2,11.21,3.15,30.32,2,7,2,3.1,19.6,1
12.16,4.59,6.76,7,41.0,10.6,8.02,16.97,1,6,1,18.1,18.9,1
